id_businessunit,id_linea,id_pedido,sku_solicitado,sku_solicitado_hash,nombre_sku_solicitado,sku_solicitado_cambio,sku_solicitado_cambio_hash,nombre_sku_solicitado_cambio
1,19588125,9.02968E+18,104,8.83979E+18,Sidral Mundet Manzana,3515,8.07827E+17,"Sidral Mundet Sangría Sin Azúcar, Botella Pet 600 ml, 6 Piezas"
1,5402034,8.95758E+18,2,6.26787E+18,Coca - Cola,3599,1.99334E+18,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,7473826,8.9825E+18,308,6.78613E+18,Frutsi Frutas Rojas,532,4.29806E+18,"Frutsi Frutas Rojas, Botella Pet 260 ml, 6 Piezas"
1,3728483,9.13427E+18,994,1.02467E+18,Santa Clara Leche Entera,2788,6.13073E+18,"Santa Clara Leche Cappuccino, Tetra Pack 200 ml, 6 Piezas"
5,18615926,9.20302E+18,11813,5.42498E+18,Coca-Cola Sabor Original,10268,3.51083E+18,"Coca-Cola Sin Azúcar, Botella Pet 410 ml, 12 Unidades                                                                                                                                                                                                     "
1,16694638,8.95522E+18,784,2.45543E+18,Valle Frut Citrus Punch,738,4.71195E+17,"Valle Frut Limón, Botella Pet 600 ml, 12 Piezas"
1,10115828,8.83075E+18,375,8.05384E+18,Del Valle Mango,3253,7.66745E+18,"Del Valle Surtida, Botella Pet 1.00 L, 6 Piezas"
1,21878121,8.93083E+18,462,3.08284E+18,Powerade Moras,1529,7.69347E+18,"Powerade Uva, Botella Pet 1.00 L, 6 Piezas"
1,17161283,8.99189E+18,97,2.53865E+18,Coca - Cola Light,230,5.0455E+18,"Coca - Cola Zero, Botella Vidrio 355 ml Retornable, 24 Piezas"
5,14563807,8.96296E+18,7,5.10695E+18,Coca-Cola Sabor Original,110,5.96781E+18,"Coca-Cola sin Azúcar, Botella Vidrio 300 ml, 24 Unidades                                                                                                                                                                                                  "
1,15947261,9.12243E+18,599,1.96768E+18,Del Valle Guayaba,1869,4.75458E+18,"Del Valle Surtida, Lata 335 ml, 6 Piezas"
1,2203865,8.90929E+18,1828,1.51614E+18,Del Valle Reserva Arándano,1852,3.01682E+18,"Del Valle Naranja, Botella Pet 300 ml, 6 Piezas"
1,14041993,9.17359E+18,8,7.51212E+18,Coca - Cola,173,8.57838E+17,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,20099758,8.90481E+18,233,1.31232E+18,Sprite Lima Limón,3291,5.55895E+18,"Sprite Lima Limón, Botella Pet 1.50 L, 4 Piezas"
1,13372636,9.05796E+18,99,6.1389E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,20583389,8.88398E+18,615,7.4553E+18,Delaware Punch Uva,1213,6.16365E+18,"Delaware Punch Uva, Botella Pet 250 ml, 12 Piezas"
1,4795011,8.99856E+18,180,7.10482E+18,Coca - Cola,39,2.74581E+17,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,3918736,9.22053E+18,1050,6.00534E+18,Joya Durazno,3413,9.03616E+18,"Joya Ponche, Botella Vidrio 500 ml Retornable, 24 Piezas"
1,13139704,9.14716E+18,2,6.26787E+18,Coca - Cola,3599,1.99334E+18,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
8,18993747,8.98544E+18,902,4.98958E+17,Avena Toni Tradicional Fruta Naranjilla 250 Ml.                                                                                                                                                                                                           ,425,1.43309E+18,AVENA LECHE 250+GALLETAS                                                                                                                                                                                                                                  
1,20759180,8.93765E+18,2783,3.23227E+18,Coca - Cola Zero,3968,4.51935E+18,"Coca Cola Cherry, Botella Pet 600 ml, 12 Piezas"
1,9230973,8.83918E+18,545,1.77392E+17,Sprite Lima Limón,1954,7.95282E+18,"Sprite Lima Limón, Botella Pet 2.00 L, 6 Piezas"
1,2836944,8.95026E+18,3471,3.58177E+18,Coca - Cola Zero,1472,7.73583E+18,"Coca - Cola, Botella Vidrio 237 ml, 6 Piezas"
1,10370253,8.85783E+18,4076,2.40003E+18,PREDATOR ENERGY WILD BERRY,3450,8.53971E+18,"Predator Energy Green Lima Limón, Lata 355 ml, 6 Piezas"
1,17379322,8.84524E+18,233,1.31232E+18,Sprite Lima Limón,3291,5.55895E+18,"Sprite Lima Limón, Botella Pet 1.50 L, 4 Piezas"
1,23624157,9.12886E+18,364,9.18952E+18,Fanta Fresa,18,9.07501E+18,"Fanta Fresa, Botella Pet 2.00 L Retornable, 8 Piezas"
1,23940719,9.06803E+18,3274,7.34872E+18,Coca - Cola,3601,6.99861E+16,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,1649405,8.99453E+18,310,2.52057E+18,Coca - Cola,3402,1.08767E+18,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,9120015,9.05679E+18,3244,7.58525E+18,Topo Chico Twist Limón,1461,2.41223E+18,"Topo Chico Agua Mineral, Botella Vidrio 340 ml, 6 Piezas"
1,6075686,9.21205E+18,462,3.08284E+18,Powerade Moras,1529,7.69347E+18,"Powerade Uva, Botella Pet 1.00 L, 6 Piezas"
1,18876454,9.18816E+18,2783,3.23227E+18,Coca - Cola Zero,3968,4.51935E+18,"Coca Cola Cherry, Botella Pet 600 ml, 12 Piezas"
1,7653409,9.04018E+18,8,7.51212E+18,Coca - Cola,173,8.57838E+17,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,7877608,9.17534E+18,1828,1.51614E+18,Del Valle Reserva Arándano,1852,3.01682E+18,"Del Valle Naranja, Botella Pet 300 ml, 6 Piezas"
1,9591998,9.06254E+18,1384,7.37982E+18,Familia Coca - Cola,3241,9.18664E+18,"Familia Coca - Cola, Paquete Surtido Botella Pet 1.50 L, 6 Piezas"
1,13053514,9.04619E+18,648,8.99837E+18,Fuze Tea Limón,3487,7.36903E+18,"Fuze Tea Sin Azúcar Durazno, Botella Pet 600 ml, 6 Piezas"
1,10038196,8.99445E+18,499,4.80252E+18,Del Valle Durazno,389,3.29184E+17,"Del Valle Néctar Manzana, Tetra Pack 200 ml, 4 Piezas"
8,7761862,9.05E+18,971,3.61323E+18,Yogurt Chiqui Mix Frutilla con Hojuelas 92 Gr.                                                                                                                                                                                                            ,11242,8.10546E+18,Yogurt Toni Yogurt Vainilla 1.7 L.                                                                                                                                                                                                                        
1,17411521,8.93831E+18,180,7.10482E+18,Coca - Cola,39,2.74581E+17,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,13336319,9.12986E+18,3361,3.99202E+18,Topo Chico Agua Mineral,3687,6.42188E+18,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 24 Piezas"
1,20018677,9.21135E+18,1154,2.68188E+18,Topo Chico Sangría,1178,3.4342E+18,"Topo Chico Agua Mineral, Botella Pet 1.50 L, 12 Piezas"
1,10527533,9.17833E+18,653,8.34139E+18,Fuze Tea Durazno,733,9.41585E+17,"Fuze Tea Limón, Botella Pet 600 ml, 6 Piezas"
1,17430295,9.08588E+18,498,7.01655E+18,Del Valle Mango,1850,5.15194E+18,"Del Valle Surtida, Tetra Pack 1.00 L, 4 Piezas"
1,8670684,9.12668E+18,3734,5.45836E+17,Santa Clara Leche Fresa,2895,7.79676E+18,"Santa Clara Leche Cajeta, Tetra Pack 200 ml, 4 Piezas"
1,11144455,8.96465E+18,500,4.17585E+18,Del Valle Manzana,386,8.79636E+18,"Del Valle Mango, Tetra Pack 200 ml, 4 Piezas"
1,4322487,8.91542E+18,2924,4.12045E+18,Coca - Cola,973,5.30956E+18,"Coca - Cola Life, Botella Vidrio 500 ml, 24 Piezas"
1,19531889,8.90338E+18,443,2.09914E+18,Valle Frut Citrus Punch,782,8.90463E+18,"Valle Frut Citrus Punch, Botella Pet 500 ml, 12 Piezas"
1,16621926,8.96583E+18,498,7.01655E+18,Del Valle Mango,1850,5.15194E+18,"Del Valle Surtida, Tetra Pack 1.00 L, 4 Piezas"
8,9591076,8.88127E+18,12333,6.68932E+18,Yogurt Toni Frutilla 190 Gr.                                                                                                                                                                                                                              ,12326,5.09518E+17,Yogurt Toni Frutilla 750 Gr.                                                                                                                                                                                                                              
1,13262008,9.09258E+18,2924,4.12045E+18,Coca - Cola,973,5.30956E+18,"Coca - Cola Life, Botella Vidrio 500 ml, 24 Piezas"
1,19014487,8.88724E+18,6,7.02502E+18,Coca - Cola,580,1.90956E+18,"Coca - Cola Zero, Botella Pet 355 ml, 24 Piezas"
1,19377095,9.2118E+18,4061,3.46441E+18,Costa Coffee Barista,4059,6.26361E+18,"Costa Coffee Barista, Frasco 180 gr, 1 Pieza"
1,18125095,8.97509E+18,1482,4.50968E+18,Sprite Lima Limón,3802,8.62066E+18,"Sprite Sin Azúcar Lima Limón, Botella Pet 2.50 L, 8 Piezas"
1,22197500,9.20363E+18,419,5.34929E+18,Del Valle Mango,1025,2.53834E+18,"Del Valle Mandarina, Botella Vidrio 413 ml, 6 Piezas"
1,3905015,8.98475E+18,99,6.1389E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,6650240,9.07674E+18,205,6.1267E+18,Sprite Lima Limón,144,5.08E+18,"Sprite Lima Limón, Botella Pet 2.50 L, 8 Piezas"
1,6001808,9.11025E+18,180,7.10482E+18,Coca - Cola,39,2.74581E+17,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,13863854,8.84983E+18,2581,4.60277E+18,Coca - Cola Zero,2935,4.40674E+18,"Coca - Cola, Botella Vidrio 235 ml, 24 Piezas"
1,18223069,9.00545E+18,221,4.29983E+18,Powerade Naranja Mandarina,219,4.49152E+18,"Powerade Moras, Botella Pet 600 ml, 6 Piezas"
1,6902575,8.84198E+18,3671,5.03985E+18,Sprite Lima Limón,416,1.71858E+18,"Sprite Lima Limón, Botella Pet 400 ml, 24 Piezas"
1,14809567,8.85249E+18,601,2.33854E+18,Del Valle Durazno,3990,8.1755E+18,"Del Valle Mango, Lata Sleek 340 ml, 6 Piezas"
1,19958880,8.97741E+18,498,7.01655E+18,Del Valle Mango,1850,5.15194E+18,"Del Valle Surtida, Tetra Pack 1.00 L, 4 Piezas"
1,14571761,8.92964E+18,8,7.51212E+18,Coca - Cola,173,8.57838E+17,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,13526702,8.84221E+18,506,5.76441E+17,Coca - Cola,211,7.84612E+18,"Coca - Cola Zero, Botella Pet 2.00 L, 8 Piezas"
1,2553013,9.15597E+18,799,8.6055E+18,Coca - Cola,2583,7.06776E+18,"Coca - Cola Zero, Botella Pet 355 ml, 12 Piezas"
1,5961957,9.18141E+18,232,5.94138E+18,Fanta Naranja,1189,7.0678E+18,"Fanta Uva, Botella Pet 2.00 L, 4 Piezas"
1,6150967,9.11774E+18,2581,4.60277E+18,Coca - Cola Zero,2935,4.40674E+18,"Coca - Cola, Botella Vidrio 235 ml, 24 Piezas"
1,6890389,8.87461E+18,2873,6.54487E+18,Del Valle Durazno,379,2.83957E+18,"Del Valle Mango, Botella Vidrio 250 ml, 6 Piezas"
1,2969674,9.09272E+18,499,4.80252E+18,Del Valle Durazno,389,3.29184E+17,"Del Valle Néctar Manzana, Tetra Pack 200 ml, 4 Piezas"
5,18101162,9.00792E+18,12499,5.28653E+18,Coca-Cola Sabor Original,10273,8.63395E+18,"Coca-Cola Sin Azúcar, Botella Pet 2.75 L, 6 Unidades                                                                                                                                                                                                      "
1,20011693,8.93245E+18,1485,2.46623E+17,Valle Frut Citrus Punch,2494,4.14294E+18,"Valle Frut Mango, Botella Pet 355 ml, 12 Piezas"
5,17133117,8.8822E+18,1977,3.70149E+18,Fuze Tea Negro Limón,10055,2.36909E+18,"Fuze Tea Mango Manzanilla, Botella Pet 1000ml, 6 Unidades                                                                                                                                                                                                 "
1,9519676,9.11561E+18,784,2.45543E+18,Valle Frut Citrus Punch,738,4.71195E+17,"Valle Frut Limón, Botella Pet 600 ml, 12 Piezas"
1,12303358,9.05922E+18,1077,9.96722E+17,Familia Coca - Cola,675,5.85066E+18,"Familia Coca - Cola, Paquete Surtido Botella Pet 2.00 L, 8 Piezas"
1,8925570,9.06785E+18,58,6.66337E+18,Coca - Cola,3003,4.68004E+18,"Coca - Cola Zero, Botella Vidrio 235 ml, 24 Piezas"
1,158969,9.16789E+18,3898,8.12784E+18,Coca - Cola,2108,4.94597E+18,"Coca - Cola, Botella Vidrio 237 ml, 12 Piezas"
1,194511,9.10902E+18,177,4.7124E+18,Coca - Cola,1679,6.47704E+18,"Coca - Cola Life, Botella Pet 2.00 L, 8 Piezas"
5,13560658,9.00054E+18,65,7.38938E+18,Coca-Cola TA SA,211,1.06255E+18,"Coca-Cola Light, Botella Pet 500 ml, 12 Unidades                                                                                                                                                                                                          "
1,6873957,8.86516E+18,48,2.40064E+18,Ciel Agua Purificada,1468,7.72996E+18,"Ciel Agua Purificada, Botella Pet 5.00 L, 1 Pieza"
1,6368530,9.12323E+18,58,6.66337E+18,Coca - Cola,3003,4.68004E+18,"Coca - Cola Zero, Botella Vidrio 235 ml, 24 Piezas"
1,189307,8.85573E+18,1152,4.00989E+18,Topo Chico Agua Mineral,4153,9.09655E+18,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,20650299,9.11233E+18,3423,3.86089E+18,Familia Coca - Cola,1736,8.70316E+18,"Familia Coca - Cola, Paquete Surtido Botella Pet 2.00 L, 2 Piezas"
1,2776188,8.96706E+18,3274,7.34872E+18,Coca - Cola,3601,6.99861E+16,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,6998606,8.94218E+18,615,7.4553E+18,Delaware Punch Uva,1213,6.16365E+18,"Delaware Punch Uva, Botella Pet 250 ml, 12 Piezas"
1,19149134,9.21066E+18,545,1.77392E+17,Sprite Lima Limón,1954,7.95282E+18,"Sprite Lima Limón, Botella Pet 2.00 L, 6 Piezas"
1,13700845,9.14782E+18,204,3.81824E+18,Fanta Naranja,527,5.43136E+18,"Fanta Fresa, Botella Pet 2.50 L Retornable, 8 Piezas"
1,19260841,9.06578E+18,3899,6.07403E+18,Coca - Cola Zero,2366,6.08943E+18,"Coca - Cola Light, Botella Pet 1.50 L, 12 Piezas"
1,1212664,9.17284E+18,653,8.34139E+18,Fuze Tea Durazno,733,9.41585E+17,"Fuze Tea Limón, Botella Pet 600 ml, 6 Piezas"
1,3954837,9.08271E+18,3244,7.58525E+18,Topo Chico Twist Limón,1461,2.41223E+18,"Topo Chico Agua Mineral, Botella Vidrio 340 ml, 6 Piezas"
1,23926579,8.99367E+18,99,6.1389E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,18119243,9.09804E+18,205,6.1267E+18,Sprite Lima Limón,144,5.08E+18,"Sprite Lima Limón, Botella Pet 2.50 L, 8 Piezas"
1,22549705,9.0145E+18,2924,4.12045E+18,Coca - Cola,973,5.30956E+18,"Coca - Cola Life, Botella Vidrio 500 ml, 24 Piezas"
1,1108223,9.18302E+18,508,6.79705E+18,Fresca Toronja,3885,6.73275E+18,"Fresca Surtida, Botella Pet 2.00 L, 8 Piezas"
1,15561621,8.90109E+18,8,7.51212E+18,Coca - Cola,173,8.57838E+17,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
5,12048714,9.0172E+18,12758,4.11922E+18,Familia Dasani Saborizada Paquete Surtido,12216,7.63442E+18,"Familia Coca-Cola Paquete Surtido, Botella Pet 500ml, 7 Unidades                                                                                                                                                                                          "
1,23834430,8.88866E+18,498,7.01655E+18,Del Valle Mango,1850,5.15194E+18,"Del Valle Surtida, Tetra Pack 1.00 L, 4 Piezas"
1,9074223,8.85107E+18,653,8.34139E+18,Fuze Tea Durazno,733,9.41585E+17,"Fuze Tea Limón, Botella Pet 600 ml, 6 Piezas"
1,8520473,8.9787E+18,547,5.90957E+18,Fresca Toronja,1071,1.43297E+18,"Fresca Toronja, Botella Pet 2.50 L, 6 Piezas"
1,16972743,9.01605E+18,3385,2.51558E+18,Coca - Cola Zero,802,8.36409E+18,"Coca - Cola Light, Botella Pet 600 ml, 12 Piezas"
8,7514127,9.1222E+18,1117,7.10386E+18,Caffe Lato Capuccino Tpk 250 Ml.                                                                                                                                                                                                                          ,1120,3.73543E+18,Caffe Lato Mocaccino Tpk 250 Ml.                                                                                                                                                                                                                          
1,20685030,9.15371E+18,1481,6.53529E+18,Fanta Naranja,17,3.11227E+18,"Fanta Naranja, Botella Pet 2.00 L, 8 Piezas"
1,21938818,8.8911E+18,8,7.51212E+18,Coca - Cola,173,8.57838E+17,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,8528877,9.1052E+18,648,8.99837E+18,Fuze Tea Limón,3487,7.36903E+18,"Fuze Tea Sin Azúcar Durazno, Botella Pet 600 ml, 6 Piezas"
1,22779935,9.07623E+18,2924,4.12045E+18,Coca - Cola,973,5.30956E+18,"Coca - Cola Life, Botella Vidrio 500 ml, 24 Piezas"
1,11008490,9.18302E+18,99,6.1389E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,18831705,9.0837E+18,1544,7.04633E+18,Familia Coca - Cola,1023,8.67727E+18,"Familia Coca - Cola, Paquete Surtido Botella Pet 3.00 L, 2 Piezas"
1,18938930,8.86071E+18,796,6.03833E+18,Ciel Agua Purificada,3644,8.73207E+18,"Ciel Exprim Gasificada Manzana, Botella Pet 600 ml, 12 Piezas"
1,10780174,8.89689E+18,3431,3.12022E+18,Coca - Cola,3598,4.08337E+18,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,14265183,9.20885E+18,544,3.37565E+17,Fanta Naranja,3080,8.95908E+18,"Fanta Piña, Botella Pet 600 ml, 6 Piezas"
1,8124162,8.88977E+18,97,2.53865E+18,Coca - Cola Light,230,5.0455E+18,"Coca - Cola Zero, Botella Vidrio 355 ml Retornable, 24 Piezas"
1,4045274,9.16816E+18,462,3.08284E+18,Powerade Moras,1529,7.69347E+18,"Powerade Uva, Botella Pet 1.00 L, 6 Piezas"
1,21574102,8.98866E+18,254,8.51269E+18,Coca - Cola,1405,5.53622E+18,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
5,18589107,8.93554E+18,136,1.56116E+18,Coca-Cola Sabor Original,10269,5.54385E+18,"Coca-Cola Sin Azúcar, Botella Pet 1.8L, 6 Unidades                                                                                                                                                                                                        "
8,3247624,9.13091E+18,972,8.69648E+18,Yogurt Chiqui Mix Frutilla con Bolitas 92 Gr.                                                                                                                                                                                                             ,10453,3.58913E+17,YOGURT-MET-0150-CHOCO- FFS                                                                                                                                                                                                                                
1,20912493,8.95026E+18,406,2.78795E+17,Coca - Cola,2392,4.9095E+18,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
1,10064073,8.85484E+18,796,6.03833E+18,Ciel Agua Purificada,3644,8.73207E+18,"Ciel Exprim Gasificada Manzana, Botella Pet 600 ml, 12 Piezas"
1,4015435,8.93353E+18,99,6.1389E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,13808022,9.1274E+18,99,6.1389E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
5,8967229,9.05741E+18,125,4.98499E+17,Coca-Cola Sabor Original,153,7.76235E+18,"Coca-Cola TA, Botella Vidrio 1.25 L Retornable, 10 Unidades                                                                                                                                                                                               "
1,921246,8.89208E+18,99,6.1389E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,12997389,9.18328E+18,820,9.90479E+17,Valle Frut Citrus Punch,1867,2.9928E+18,"Valle Frut Limón, Botella Pet 1.50 L, 6 Piezas"
5,8042279,8.86222E+18,777,8.95413E+18,Fioravanti Fresa,772,3.81583E+18,"Fioravanti Fresa, Botella Vidrio 1.25 L Retornable, 12 Unidades                                                                                                                                                                                           "
5,2020902,9.13318E+18,2965,7.22724E+18,Powerade Manzana Clear,10242,3.12823E+18,"Powerade Maracuya, Botella Pet 1.00 L, 6 Unidades                                                                                                                                                                                                         "
1,4174879,9.04094E+18,234,1.6853E+18,Fresca Toronja,4036,6.41938E+18,"Fresca Fusión, Botella Pet 1.75 L, 4 Piezas"
1,938865,9.11795E+18,75,3.42678E+18,Ciel Agua Purificada,2365,1.68547E+18,"Ciel Exprim Limón, Botella Pet 600 ml, 12 Piezas"
1,298205,9.11916E+18,110,7.50681E+18,Sidral Mundet Manzana,3593,6.80233E+18,"Sidral Mundet Manzana, Botella Pet 2.00 L Retornable, 8 Piezas"
1,9323074,8.97979E+18,8,7.51212E+18,Coca - Cola,173,8.57838E+17,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,11066363,8.97641E+18,38,7.93025E+18,Coca - Cola,2108,4.94597E+18,"Coca - Cola, Botella Vidrio 237 ml, 12 Piezas"
1,11622206,9.10309E+18,11,7.7461E+18,Coca - Cola Light,253,5.18989E+18,"Coca - Cola, Botella Pet 400 ml, 24 Piezas"
1,23110720,9.03466E+18,2067,4.1652E+17,Coca - Cola,971,9.02584E+18,"Coca - Cola Life, Lata 355 ml, 12 Piezas"
5,7971324,8.88144E+18,65,7.38938E+18,Coca-Cola TA SA,211,1.06255E+18,"Coca-Cola Light, Botella Pet 500 ml, 12 Unidades                                                                                                                                                                                                          "
1,17940598,8.89855E+18,3735,3.12323E+18,Santa Clara Leche Cappuccino,1916,1.87286E+18,"Santa Clara Leche Entera, Tetra Pack 1.00 L, 4 Piezas"
1,7889380,8.96536E+18,364,9.18952E+18,Fanta Fresa,18,9.07501E+18,"Fanta Fresa, Botella Pet 2.00 L Retornable, 8 Piezas"
1,23771885,9.19505E+18,254,8.51269E+18,Coca - Cola,1405,5.53622E+18,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,22119495,9.19288E+18,653,8.34139E+18,Fuze Tea Durazno,733,9.41585E+17,"Fuze Tea Limón, Botella Pet 600 ml, 6 Piezas"
1,4121476,8.94291E+18,820,9.90479E+17,Valle Frut Citrus Punch,1867,2.9928E+18,"Valle Frut Limón, Botella Pet 1.50 L, 6 Piezas"
1,16235150,8.86558E+18,406,2.78795E+17,Coca - Cola,2392,4.9095E+18,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
8,7447968,9.11679E+18,1117,7.10386E+18,Caffe Lato Capuccino Tpk 250 Ml.                                                                                                                                                                                                                          ,1120,3.73543E+18,Caffe Lato Mocaccino Tpk 250 Ml.                                                                                                                                                                                                                          
1,19072219,9.122E+18,406,2.78795E+17,Coca - Cola,2392,4.9095E+18,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
1,2498344,9.01498E+18,499,4.80252E+18,Del Valle Durazno,389,3.29184E+17,"Del Valle Néctar Manzana, Tetra Pack 200 ml, 4 Piezas"
1,14479220,8.88348E+18,3423,3.86089E+18,Familia Coca - Cola,1736,8.70316E+18,"Familia Coca - Cola, Paquete Surtido Botella Pet 2.00 L, 2 Piezas"
1,3455559,9.09715E+18,339,7.06153E+18,Powerade Frutas Rojas,841,7.66816E+18,"Powerade Citrus Naranja, Botella Pet 1.00 L, 6 Piezas"
1,11954614,8.88598E+18,404,4.73924E+18,Valle Frut Citrus Punch,3668,2.12014E+18,"Valle Frut Mandarina, Botella Pet 2.00 L, 8 Piezas"
1,2858377,8.93087E+18,3055,8.25127E+18,Del Valle Néctar Manzana,2824,8.13339E+18,"Del Valle Reserva Granada, Botella Pet 237 ml, 6 Piezas"
1,23128418,9.03563E+18,254,8.51269E+18,Coca - Cola,1405,5.53622E+18,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
5,3271292,8.874E+18,145,3.76995E+18,Coca-Cola Sabor Original,146,7.08341E+18,"Coca-Cola Sabor Original, Botella Pet 600 ml,"
1,15413653,9.02161E+18,399,1.04553E+18,Frutsi Manzana,534,7.24596E+18,"Frutsi Mango, Botella Pet 260 ml, 6 Piezas"
1,15379790,8.94151E+18,653,8.34139E+18,Fuze Tea Durazno,733,9.41585E+17,"Fuze Tea Limón, Botella Pet 600 ml, 6 Piezas"
1,15914856,9.17088E+18,2429,7.95868E+18,Coca - Cola,608,8.58935E+18,"Coca - Cola, Botella Pet 355 ml, 12 Piezas"
1,8374157,8.92851E+18,377,1.26493E+18,Del Valle Manzana,2829,3.75858E+18,"Del Valle Guayaba, Botella Pet 237 ml, 6 Piezas"
1,11538388,9.18695E+18,820,9.90479E+17,Valle Frut Citrus Punch,1867,2.9928E+18,"Valle Frut Limón, Botella Pet 1.50 L, 6 Piezas"
1,15278347,8.88167E+18,2581,4.60277E+18,Coca - Cola Zero,2935,4.40674E+18,"Coca - Cola, Botella Vidrio 235 ml, 24 Piezas"
1,17342094,8.92021E+18,1317,5.95527E+18,Topo Chico Agua Mineral,1178,3.4342E+18,"Topo Chico Agua Mineral, Botella Pet 1.50 L, 12 Piezas"
1,10382450,9.08335E+18,1152,4.00989E+18,Topo Chico Agua Mineral,4153,9.09655E+18,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,6650231,9.07674E+18,310,2.52057E+18,Coca - Cola,3402,1.08767E+18,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,21690742,9.02408E+18,3986,5.86165E+18,Coca - Cola,13,2.83797E+18,"Coca - Cola Light, Botella Vidrio 500 ml, 24 Piezas"
1,474308,8.97419E+18,1057,4.63871E+17,Fresca Toronja,3284,7.4058E+18,"Fresca Sin Azúcar Toronja, Botella Pet 1.50 L Retornable, 12 Piezas"
1,21317830,9.0172E+18,1144,6.60051E+18,Joya Manzana,2483,3.34644E+18,"Joya Fresa, Botella Pet 1.75 L, 8 Piezas"
1,10813217,8.91711E+18,254,8.51269E+18,Coca - Cola,1405,5.53622E+18,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,8252342,9.21778E+18,254,8.51269E+18,Coca - Cola,1405,5.53622E+18,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,22805712,9.18457E+18,799,8.6055E+18,Coca - Cola,2583,7.06776E+18,"Coca - Cola Zero, Botella Pet 355 ml, 12 Piezas"
1,15218624,9.02882E+18,77,3.1667E+18,Coca - Cola,2783,3.23227E+18,"Coca - Cola Zero, Botella Vidrio 500 ml, 12 Piezas"
1,17215904,9.05481E+18,2783,3.23227E+18,Coca - Cola Zero,3968,4.51935E+18,"Coca Cola Cherry, Botella Pet 600 ml, 12 Piezas"
1,23008190,9.00199E+18,3454,7.40661E+18,Costa – Mocha Italia Tueste Medio Molido,3460,1.39096E+18,"Costa - Descafeinado Tueste Oscuro Molido, Bolsa 1 Kg, 1 Pieza"
1,8371128,8.97687E+18,75,3.42678E+18,Ciel Agua Purificada,2365,1.68547E+18,"Ciel Exprim Limón, Botella Pet 600 ml, 12 Piezas"
1,19943609,9.04845E+18,3431,3.12022E+18,Coca - Cola,3598,4.08337E+18,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,18933356,9.00595E+18,3055,8.25127E+18,Del Valle Néctar Manzana,2824,8.13339E+18,"Del Valle Reserva Granada, Botella Pet 237 ml, 6 Piezas"
1,6904978,9.20832E+18,254,8.51269E+18,Coca - Cola,1405,5.53622E+18,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,12299284,9.17379E+18,653,8.34139E+18,Fuze Tea Durazno,733,9.41585E+17,"Fuze Tea Limón, Botella Pet 600 ml, 6 Piezas"
