id_pedido,customer_id,pais,id_businessunit,business_unit,cedis,fecha_pedido,fecha_entrega,status_final,valor_pedido,SubTotal,Total
8.89139E+18,5.35615E+18,Perú,3,Bebidas,I1  ,48:48.8,NULL,Registrado,18,0,0
8.92965E+18,4.72739E+18,Perú,3,Bebidas,IA  ,58:49.6,NULL,Registrado,10,0,0
9.12147E+18,6.81308E+18,México,1,Bebidas,3309,22:58.1,00:00.0,Entregado,5,1161.62,1347.52
9.07594E+18,1.26767E+18,México,1,Bebidas,3407,57:22.0,00:00.0,Entregado,32,6865.46,7274.07
8.95662E+18,4.77764E+18,México,1,Bebidas,3103,29:34.1,00:00.0,Entregado,10,1887.88,1974.99
9.11478E+18,1.68186E+18,México,1,Bebidas,3201,52:05.4,00:00.0,Entregado,10,160,160
8.94825E+18,1.48445E+18,México,1,Bebidas,3401,01:26.1,00:00.0,Entregado,16,2166.84,2382.49
8.84554E+18,2.05227E+18,Perú,3,Bebidas,33,24:57.2,NULL,Registrado,5,0,0
8.99148E+18,6.40504E+18,Argentina,6,Bebidas,31,16:26.2,NULL,Registrado,1,0,0
9.2009E+18,2.04555E+18,México,1,Bebidas,3832,55:39.7,00:00.0,Entregado,53,12720.59,14803.7
9.0494E+18,6.53415E+18,México,1,Bebidas,3816,18:30.7,00:00.0,Entregado,3,605.6,702.5
9.01781E+18,6.27419E+18,México,1,Bebidas,3501,07:06.0,00:00.0,Entregado,3,823.7,955.5
9.08581E+18,9.04034E+18,Ecuador,8,Lacteos,79,58:12.9,00:00.0,Entregado,19,31.82,33.81
8.97762E+18,5.85799E+18,México,1,Bebidas,3202,25:12.1,00:00.0,Entregado,20,3699.2,4255.47
9.14897E+18,8.61674E+18,México,1,Bebidas,3005,25:58.4,00:00.0,Entregado,25,5091.15,5837.47
8.99912E+18,6.74151E+17,Ecuador,8,Lacteos,79,48:27.0,00:00.0,Entregado,362,517.79,545.25
8.95771E+18,5.64127E+18,México,1,Bebidas,3001,14:16.3,00:00.0,Entregado,19,297,297
9.00617E+18,4.90158E+18,Ecuador,8,Lacteos,49,20:25.5,00:00.0,Entregado,549,579.24,579.24
8.92053E+18,2.53264E+18,México,1,Bebidas,3407,31:05.4,00:00.0,Entregado,6,1333.35,1440
9.00916E+18,4.24931E+18,México,1,Bebidas,3816,36:18.7,00:00.0,Entregado,22,3583.39,3924.97
8.96143E+18,3.66998E+18,México,1,Bebidas,3003,47:35.2,00:00.0,Entregado,11,2987.08,3464.98
9.03556E+18,3.90134E+18,Ecuador,5,Bebidas,55,20:08.1,00:00.0,Entregado,3,18.51,21.29
9.10733E+18,7.98396E+18,México,1,Bebidas,3506,57:22.8,00:00.0,Entregado,20,2104.5,2388.41
8.85876E+18,3.15639E+18,México,1,Bebidas,3503,23:46.0,00:00.0,Entregado,41,8486.06,8972.41
8.87259E+18,8.78578E+18,Ecuador,5,Bebidas,67,29:15.4,00:00.0,Entregado,4,25.78,29.64
8.86543E+18,7.42037E+18,México,1,Bebidas,3925,42:48.7,00:00.0,Entregado,1,313.79,367
9.12216E+18,3.05101E+18,México,1,Bebidas,3220,48:13.6,00:00.0,Entregado,9,193.98,198.64
8.86311E+18,1.0765E+18,México,1,Bebidas,3005,15:56.6,00:00.0,Entregado,4,912.93,1059
8.9462E+18,1.49112E+18,México,1,Bebidas,3946,45:35.5,00:00.0,Entregado,5,1112.95,1291.51
9.12364E+18,3.43891E+18,México,1,Bebidas,3931,56:19.9,00:00.0,Entregado,6,953.5,1029.5
8.86608E+18,8.30748E+18,Perú,3,Bebidas,I1  ,50:06.9,NULL,Registrado,7,0,0
9.1945E+18,5.86497E+18,México,1,Bebidas,3220,34:05.6,00:00.0,Entregado,23,3080.46,3385.56
8.87116E+18,5.3635E+18,México,1,Bebidas,3806,43:43.2,00:00.0,Entregado,11,2503.08,2887.03
9.22127E+18,3.50585E+18,México,1,Bebidas,3407,55:46.9,00:00.0,Entregado,13,3234.7,3387.65
9.14467E+18,7.1062E+18,México,1,Bebidas,3401,28:05.5,00:00.0,Entregado,5,941.69,1073.51
9.05867E+18,4.87644E+18,México,1,Bebidas,3810,42:13.1,00:00.0,Entregado,17,3968.92,4603.93
9.14615E+18,3.02572E+18,México,1,Bebidas,3825,57:39.8,00:00.0,Entregado,14,2577.28,2856.04
8.83911E+18,4.3224E+18,México,1,Bebidas,3507,52:58.1,00:00.0,Entregado,25,3625.72,4059.5
8.84217E+18,4.54887E+18,México,1,Bebidas,3806,55:52.6,00:00.0,Entregado,5,1107.39,1272.49
9.07298E+18,7.79019E+18,Perú,3,Bebidas,I9  ,46:36.5,NULL,Registrado,1,0,0
9.17109E+18,5.86747E+18,México,1,Bebidas,3407,17:05.9,00:00.0,Entregado,8,2034.26,2197
9.00923E+18,6.44161E+18,Perú,3,Bebidas,I1  ,37:01.9,NULL,Registrado,2,0,0
9.07744E+18,5.53568E+15,México,1,Bebidas,3810,43:19.0,00:00.0,Entregado,29,4428.82,4889.99
9.0258E+18,4.24306E+18,México,1,Bebidas,3407,25:42.8,00:00.0,Entregado,3,64.51,64.51
8.91695E+18,7.44114E+18,Perú,3,Bebidas,33,47:39.3,NULL,Registrado,3,0,0
8.84386E+18,2.23593E+18,México,1,Bebidas,3301,48:57.6,00:00.0,Entregado,43,10592.63,11440.05
8.9484E+18,3.78843E+18,Perú,3,Bebidas,78,28:29.8,NULL,Registrado,5,0,0
8.86642E+18,8.8879E+18,México,1,Bebidas,3901,40:08.0,00:00.0,Entregado,11,2099.09,2367.51
8.9251E+18,8.36534E+18,México,1,Bebidas,3404,39:06.3,00:00.0,Entregado,12,2723.67,3108.55
8.92146E+18,5.74128E+18,México,1,Bebidas,3806,47:07.1,00:00.0,Entregado,3,916.8,1071
9.17914E+18,5.40006E+18,México,1,Bebidas,3931,19:19.2,00:00.0,Entregado,15,2396.04,2668.04
9.16357E+18,3.70702E+18,Ecuador,5,Bebidas,56,29:05.1,00:00.0,Entregado,2,25.93,29.82
9.20628E+18,2.03651E+15,Perú,3,Bebidas,78,21:57.7,NULL,Registrado,7,0,0
9.20409E+18,2.95251E+18,Perú,3,Bebidas,33,42:20.9,NULL,Registrado,8,0,0
9.0092E+18,6.95105E+18,México,1,Bebidas,3819,18:22.2,00:00.0,Entregado,1,111.64,129.5
8.92663E+18,4.78955E+18,México,1,Bebidas,3202,14:07.3,00:00.0,Entregado,17,2942.45,3291.48
9.0029E+18,7.04076E+18,México,1,Bebidas,3001,38:02.6,00:00.0,Entregado,4,932.32,1081.49
9.13149E+18,2.00298E+18,México,1,Bebidas,3931,01:55.5,00:00.0,Entregado,2,346.97,402.49
9.18602E+18,5.52034E+18,Ecuador,5,Bebidas,67,11:20.8,00:00.0,Entregado,5,25.58,29.41
8.88849E+18,4.32342E+18,Ecuador,8,Lacteos,19,03:50.9,00:00.0,Entregado,22,37.29,39.32
9.14202E+18,4.67965E+18,México,1,Bebidas,3950,31:05.5,00:00.0,Entregado,40,9014.53,10268.44
9.21184E+18,4.4574E+18,Perú,3,Bebidas,I1  ,59:08.7,NULL,Registrado,33,0,0
9.16158E+18,6.53131E+18,México,1,Bebidas,3917,18:55.5,00:00.0,Entregado,2,181.04,182
8.8439E+18,8.87148E+18,México,1,Bebidas,3217,16:07.1,00:00.0,Entregado,12,1863.8,2162.02
9.1465E+18,5.49296E+18,México,1,Bebidas,3925,10:18.0,00:00.0,Entregado,4,667,676
9.0171E+18,1.55583E+18,México,1,Bebidas,3217,37:54.6,00:00.0,Entregado,304,53317.05,58495.81
8.88705E+18,9.63964E+17,México,1,Bebidas,3407,18:24.5,00:00.0,Entregado,4,926.38,968
9.1754E+18,6.86282E+18,Ecuador,5,Bebidas,37,28:15.4,00:00.0,Entregado,13,134.64,154.84
8.99314E+18,4.59945E+18,México,1,Bebidas,3501,29:44.8,00:00.0,Entregado,3,645.24,748.48
9.11395E+18,3.44915E+18,Argentina,6,Bebidas,73,07:38.0,NULL,Registrado,10,0,0
8.92975E+18,7.20959E+18,México,1,Bebidas,3217,36:57.7,00:00.0,Entregado,35,8448.37,9800
9.0576E+18,9.14798E+18,México,1,Bebidas,3103,56:57.2,00:00.0,Entregado,13,3352.1,3544.97
8.89457E+18,8.87069E+18,Perú,3,Bebidas,I1  ,15:54.8,NULL,Registrado,9,0,0
8.8661E+18,8.88373E+18,México,1,Bebidas,3308,14:36.2,00:00.0,Entregado,8,1284.9,1490.49
9.15513E+18,6.53731E+18,México,1,Bebidas,3901,38:58.9,00:00.0,Entregado,15,2990.46,3463.96
9.11865E+18,5.05459E+18,México,1,Bebidas,3831,12:36.2,00:00.0,Entregado,28,6499.07,7501.55
8.83773E+18,7.18722E+18,Ecuador,8,Lacteos,43,20:31.3,00:00.0,Entregado,12,10.32,10.32
9.16376E+18,7.93887E+18,México,1,Bebidas,3503,13:38.8,00:00.0,Entregado,4,944.37,1095.49
8.98613E+18,4.62918E+18,México,1,Bebidas,3816,25:56.0,00:00.0,Entregado,6,1585.89,1801.4
8.88967E+18,1.62938E+18,Perú,3,Bebidas,I1  ,33:41.0,NULL,Registrado,2,0,0
9.02504E+18,6.56494E+18,México,1,Bebidas,3952,56:02.5,00:00.0,Entregado,1,88.5,90.5
9.17738E+18,8.32302E+18,México,1,Bebidas,3916,44:02.8,00:00.0,Entregado,7,1756.03,2037
9.07884E+18,8.71489E+17,Ecuador,5,Bebidas,9,24:09.0,00:00.0,Entregado,4,21.01,24.16
9.13178E+18,3.24673E+18,México,1,Bebidas,3407,43:08.1,00:00.0,Entregado,7,1704.18,1840.52
8.90242E+18,3.215E+18,México,1,Bebidas,3804,03:49.9,00:00.0,Entregado,24,3578.35,4026.96
9.20696E+18,8.28342E+18,México,1,Bebidas,3503,13:45.4,00:00.0,Entregado,23,3612.82,4004.54
8.9159E+18,8.75456E+18,México,1,Bebidas,3908,51:00.3,00:00.0,Entregado,2,521.97,611.49
8.97586E+18,1.00289E+17,México,1,Bebidas,3012,46:05.8,00:00.0,Entregado,76,13480.04,15246.7
8.93349E+18,2.56005E+18,Ecuador,5,Bebidas,59,58:52.8,00:00.0,Entregado,1,14.57,16.76
9.00105E+18,3.02027E+18,México,1,Bebidas,3001,10:22.6,00:00.0,Entregado,19,4135.36,4697.01
8.98406E+18,6.58389E+18,Argentina,6,Bebidas,21,42:45.0,NULL,Registrado,4,0,0
9.01348E+18,1.58652E+18,México,1,Bebidas,3503,11:43.3,00:00.0,Entregado,3,670.68,777.98
8.95398E+18,4.69187E+18,Ecuador,8,Lacteos,41,59:28.8,00:00.0,Entregado,14,9.12,9.9
9.07272E+18,8.89158E+18,México,1,Bebidas,3103,10:22.2,00:00.0,Entregado,10,204.66,197.5
9.01157E+18,8.30334E+18,México,1,Bebidas,3103,33:22.6,00:00.0,Entregado,24,5082.74,5527.43
8.93558E+18,1.1855E+18,Perú,3,Bebidas,I9  ,59:06.3,NULL,Registrado,1,0,0
9.13163E+18,5.88114E+18,México,1,Bebidas,3820,41:21.4,00:00.0,Entregado,11,2441.35,2831.97
8.96321E+18,8.72538E+18,México,1,Bebidas,3503,33:13.3,00:00.0,Entregado,4,981.48,1138.48
8.8981E+18,4.61567E+18,Ecuador,5,Bebidas,29,03:18.9,00:00.0,Entregado,7,33.78,38.85
8.96934E+18,3.99539E+18,Ecuador,5,Bebidas,57,13:07.0,00:00.0,Entregado,8,52.79,60.71
9.06417E+18,9.20897E+18,México,1,Bebidas,3103,40:24.4,00:00.0,Entregado,6,1297.21,1400.99
9.02443E+18,5.62213E+18,Ecuador,5,Bebidas,13,04:46.5,00:00.0,Entregado,2,35.68,41.04
9.03298E+18,7.02661E+18,México,1,Bebidas,3916,09:01.8,00:00.0,Entregado,4,522.5,522.5
8.9404E+18,2.27034E+17,Argentina,6,Bebidas,13,55:58.0,NULL,Registrado,10,0,0
8.96981E+18,5.65258E+18,México,1,Bebidas,3804,04:21.3,00:00.0,Entregado,17,2955.74,3312.98
9.09937E+18,9.16339E+18,México,1,Bebidas,3831,08:04.9,00:00.0,Entregado,11,3149.98,3686.98
8.94951E+18,4.40342E+18,Ecuador,5,Bebidas,9,07:39.1,00:00.0,Entregado,2,23.27,26.76
8.99251E+18,8.196E+18,México,1,Bebidas,3301,36:23.1,00:00.0,Entregado,51,9106.78,9650.51
8.90939E+18,1.33235E+18,México,1,Bebidas,3408,48:55.2,00:00.0,Entregado,7,1427.49,1547
9.14272E+18,3.46897E+18,México,1,Bebidas,3810,58:09.6,00:00.0,Entregado,32,6432.88,7337.98
9.01928E+18,2.56328E+18,Perú,3,Bebidas,I1  ,59:05.4,NULL,Registrado,4,0,0
8.90043E+18,1.18508E+18,México,1,Bebidas,3220,31:22.7,00:00.0,Entregado,130,28241.46,32760
8.98487E+18,6.46852E+18,México,1,Bebidas,3507,37:28.1,00:00.0,Entregado,23,3367.76,3837.49
8.9306E+18,6.90861E+18,Ecuador,8,Lacteos,55,06:25.3,00:00.0,Entregado,40,43.52,49.05
8.97495E+18,4.84625E+18,México,1,Bebidas,3810,45:20.3,00:00.0,Entregado,1,205.17,238
8.96414E+18,6.54819E+18,México,1,Bebidas,3804,17:42.8,00:00.0,Entregado,12,925.99,925.99
9.12237E+18,5.65983E+18,México,1,Bebidas,3404,30:28.1,00:00.0,Entregado,2,470.26,545.5
9.04474E+18,6.05134E+18,México,1,Bebidas,3312,53:26.1,00:00.0,Entregado,4,612.85,702.02
9.1255E+18,3.56782E+17,México,1,Bebidas,3004,59:36.4,00:00.0,Entregado,18,2714.96,3049.98
9.15343E+18,7.71564E+18,Ecuador,5,Bebidas,25,06:10.2,00:00.0,Entregado,2,8.68,9.98
8.85126E+18,8.35296E+18,Ecuador,5,Bebidas,6,21:37.9,00:00.0,Entregado,11,168.3,193.55
9.12671E+18,5.79229E+18,Ecuador,8,Lacteos,27,48:09.0,00:00.0,Entregado,17,16.94,18.15
8.91554E+18,5.88175E+18,México,1,Bebidas,3001,33:06.4,00:00.0,Entregado,16,3810.37,4419.97
9.21788E+18,9.20797E+16,México,1,Bebidas,3901,35:34.8,00:00.0,Entregado,1,239.66,278.01
8.83482E+18,3.49117E+18,Argentina,6,Bebidas,81,43:35.2,NULL,Registrado,5,0,0
8.97654E+18,2.07457E+18,México,1,Bebidas,3501,19:52.5,00:00.0,Entregado,9,1637.64,1847.75
9.18257E+18,9.12136E+18,México,1,Bebidas,3301,33:48.4,00:00.0,Entregado,5,796.11,834
8.99871E+18,4.84761E+18,México,1,Bebidas,3003,34:03.4,00:00.0,Entregado,9,2124.43,2443.94
8.96361E+18,4.33803E+18,Perú,3,Bebidas,IA  ,44:39.2,NULL,Registrado,3,0,0
8.97099E+18,2.03906E+18,México,1,Bebidas,3503,19:24.7,00:00.0,Entregado,15,2267.54,2590.99
9.20243E+18,2.23328E+18,Argentina,6,Bebidas,81,59:27.4,NULL,Registrado,9,0,0
8.91889E+18,5.29228E+17,México,1,Bebidas,3503,56:16.5,00:00.0,Entregado,4,808.19,922.49
8.84692E+18,4.66133E+18,México,1,Bebidas,3312,15:29.2,00:00.0,Entregado,19,5485.32,6363.1
8.85977E+18,3.41746E+18,Ecuador,8,Lacteos,13,07:46.4,00:00.0,Entregado,19,10.76,10.76
8.90775E+18,4.32766E+18,México,1,Bebidas,3810,44:48.9,00:00.0,Entregado,7,1470.35,1578.48
9.01083E+18,1.18701E+17,Ecuador,8,Lacteos,49,56:50.8,00:00.0,Entregado,36,31.61,34.07
8.89542E+18,5.59747E+18,México,1,Bebidas,3223,17:31.6,00:00.0,Entregado,27,5734.05,6589.03
9.18668E+18,7.98764E+18,Argentina,6,Bebidas,11,28:26.7,NULL,Registrado,15,0,0
8.93168E+18,5.12347E+17,México,1,Bebidas,3810,37:59.3,00:00.0,Entregado,6,644.24,679
8.85697E+18,5.31765E+18,México,1,Bebidas,3952,24:40.6,00:00.0,Entregado,8,1669.9,1866.02
8.85983E+18,5.97066E+17,Ecuador,8,Lacteos,79,14:40.0,00:00.0,Entregado,19,28.45,28.89
9.17578E+18,6.84258E+18,Ecuador,5,Bebidas,33,28:31.2,00:00.0,Entregado,1,6.98,8.03
9.09138E+18,6.8154E+18,México,1,Bebidas,3005,55:32.2,00:00.0,Entregado,7,1520.72,1764
8.95046E+18,4.32504E+18,Ecuador,5,Bebidas,13,49:49.5,00:00.0,Entregado,4,46.64,53.63
8.99043E+18,7.81938E+18,Perú,3,Bebidas,78,09:33.0,NULL,Registrado,18,0,0
9.06672E+18,2.74758E+18,Ecuador,5,Bebidas,9,49:50.0,00:00.0,Entregado,4,37.59,43.23
8.94993E+18,7.91292E+18,México,1,Bebidas,3207,47:16.0,00:00.0,Entregado,13,2983.3,3184.49
9.07477E+18,5.98786E+18,Argentina,6,Bebidas,31,49:37.1,NULL,Registrado,2,0,0
8.96963E+18,3.53316E+18,México,1,Bebidas,3503,44:07.1,00:00.0,Entregado,1,211.2,244.99
9.20258E+18,6.75356E+18,México,1,Bebidas,3917,51:48.1,00:00.0,Entregado,4,600.2,672
9.07684E+18,7.6145E+18,México,1,Bebidas,3209,48:48.9,00:00.0,Entregado,4,923.26,1080.99
9.17569E+18,6.54531E+18,Ecuador,5,Bebidas,12,12:46.3,00:00.0,Entregado,11,100.61,115.7
8.83359E+18,5.27692E+17,México,1,Bebidas,3931,37:19.7,00:00.0,Entregado,20,4220.77,4810.48
9.19849E+18,2.93332E+18,México,1,Bebidas,3407,36:31.0,00:00.0,Entregado,11,1923.93,2026.48
9.15361E+18,3.61177E+18,México,1,Bebidas,3810,11:39.7,00:00.0,Entregado,5,800.86,889
8.9827E+18,4.89728E+17,México,1,Bebidas,3901,59:33.2,00:00.0,Entregado,6,1047.52,1174.49
9.08159E+18,1.45778E+18,Ecuador,5,Bebidas,55,59:29.9,00:00.0,Entregado,7,48.46,55.73
9.11295E+18,2.10561E+18,México,1,Bebidas,3833,59:09.8,00:00.0,Entregado,14,2087.55,2384.03
9.15084E+18,7.086E+18,Ecuador,5,Bebidas,68,18:48.0,00:00.0,Entregado,2,11.91,13.7
9.17692E+18,7.62984E+18,Ecuador,8,Lacteos,55,40:39.8,00:00.0,Entregado,85,37.77,40.44
8.86269E+18,7.79542E+17,Ecuador,5,Bebidas,57,14:48.3,00:00.0,Entregado,2,20.42,23.48
8.99536E+18,8.24997E+18,Perú,3,Bebidas,I1  ,27:31.1,NULL,Registrado,15,0,0
8.85141E+18,4.81227E+18,México,1,Bebidas,3501,37:16.1,00:00.0,Entregado,13,1990.06,2271.99
8.85935E+18,8.86552E+18,México,1,Bebidas,3804,23:44.5,00:00.0,Entregado,4,814.64,944.97
8.99522E+18,1.46187E+18,México,1,Bebidas,3404,48:30.1,00:00.0,Entregado,28,4498.32,5017.11
9.00112E+18,7.20488E+18,México,1,Bebidas,3919,44:19.5,00:00.0,Entregado,6,941.92,1091.51
9.16443E+18,1.45978E+18,México,1,Bebidas,3810,49:04.9,00:00.0,Entregado,10,703,703
8.94586E+18,7.52204E+18,México,1,Bebidas,3101,43:29.4,00:00.0,Entregado,14,2902.92,3077.2
8.92206E+18,4.46275E+18,Ecuador,8,Lacteos,55,16:21.1,00:00.0,Entregado,20,10.03,10.91
9.03885E+18,7.28149E+18,México,1,Bebidas,3308,30:44.4,00:00.0,Entregado,48,7522.14,8443.89
9.13852E+18,5.34794E+18,Ecuador,19,Helados,5,15:12.4,00:00.0,Entregado,13,118.17,135.89
8.87108E+18,3.48061E+18,Ecuador,5,Bebidas,5,35:50.7,00:00.0,Entregado,2,23.39,26.89
9.16516E+18,6.73846E+18,México,1,Bebidas,3916,47:47.6,00:00.0,Entregado,12,2047.97,2246.99
8.83925E+18,8.73479E+17,México,1,Bebidas,3219,43:50.0,00:00.0,Entregado,14,2171.48,2424.02
9.15181E+18,2.10904E+18,México,1,Bebidas,3217,23:37.6,00:00.0,Entregado,15,3968.54,4603.49
8.88262E+18,5.32106E+18,México,1,Bebidas,3804,43:39.1,00:00.0,Entregado,7,1328.74,1523.98
9.17549E+18,1.33152E+18,México,1,Bebidas,3201,48:57.6,00:00.0,Entregado,10,1667.76,1857.47
8.92476E+18,4.79366E+18,México,1,Bebidas,3835,15:03.8,00:00.0,Entregado,9,1925.42,2259.01
9.21179E+18,4.85093E+18,México,1,Bebidas,3005,56:52.8,00:00.0,Entregado,9,1774.51,1998.98
9.12714E+18,7.65739E+18,México,1,Bebidas,3005,23:24.5,00:00.0,Entregado,19,3521.98,3901.98
8.85094E+18,7.82321E+18,México,1,Bebidas,3810,30:14.1,00:00.0,Entregado,19,2454.04,2631.49
8.8887E+18,5.388E+18,México,1,Bebidas,3202,20:38.3,00:00.0,Entregado,9,1459.98,1635.5
9.13209E+18,8.90053E+18,México,1,Bebidas,3005,40:48.4,00:00.0,Entregado,8,1068.55,1162
9.04829E+18,3.10787E+18,Ecuador,5,Bebidas,13,45:12.1,00:00.0,Entregado,3,35.13,40.39
8.98512E+18,1.17923E+18,Argentina,6,Bebidas,41,28:28.4,NULL,Registrado,2,0,0
9.15132E+18,1.72918E+18,Perú,3,Bebidas,I9  ,04:06.4,NULL,Registrado,19,0,0
8.92202E+18,7.16242E+18,México,1,Bebidas,3220,57:15.1,00:00.0,Entregado,19,3957.51,4453.82
9.14986E+18,5.03122E+18,México,1,Bebidas,3009,21:02.0,00:00.0,Entregado,6,886.09,1000.99
9.13549E+18,2.2342E+18,México,1,Bebidas,3917,04:26.8,00:00.0,Entregado,41,7185.71,7979.5
8.89937E+18,4.15863E+18,México,1,Bebidas,3810,47:03.4,00:00.0,Entregado,11,2025.29,2282.23
8.96188E+18,2.89214E+18,México,1,Bebidas,3401,02:05.7,00:00.0,Entregado,2,500.43,580.5
9.1664E+18,5.83359E+18,México,1,Bebidas,3822,53:05.2,00:00.0,Entregado,10,1979.99,2288.03
9.07155E+18,4.45758E+18,Ecuador,8,Lacteos,55,22:36.7,00:00.0,Entregado,33,28.55,29.44
9.04731E+18,2.06024E+18,Ecuador,5,Bebidas,37,11:05.1,00:00.0,Entregado,4,40.68,46.78
8.99748E+18,4.50348E+18,México,1,Bebidas,3502,47:20.9,00:00.0,Entregado,5,909.84,1029.51
9.21709E+18,2.51782E+18,Argentina,6,Bebidas,91,05:26.8,NULL,Registrado,3,0,0
8.8362E+18,6.39233E+18,México,1,Bebidas,3917,57:16.6,00:00.0,Entregado,2,479.31,556
8.99228E+18,1.61702E+18,México,1,Bebidas,3833,32:32.2,00:00.0,Entregado,4,1537.95,1784
8.88904E+18,6.36946E+18,Perú,3,Bebidas,33,35:09.3,NULL,Registrado,3,0,0
9.01853E+18,4.67129E+18,México,1,Bebidas,3804,45:41.1,00:00.0,Entregado,11,1736.16,1984.98
9.1105E+18,6.96477E+18,México,1,Bebidas,3001,39:57.8,00:00.0,Entregado,29,5100.97,5790.95
9.17239E+18,1.06314E+18,México,1,Bebidas,3202,59:36.5,00:00.0,Entregado,14,2638.07,2976.49
8.90327E+18,3.75046E+18,Ecuador,8,Lacteos,67,40:09.7,00:00.0,Entregado,15,9.22,10.6
8.99501E+18,8.56324E+18,México,1,Bebidas,3810,28:01.3,00:00.0,Entregado,13,2093.24,2282.48
9.20087E+18,5.75688E+18,México,1,Bebidas,3916,04:32.8,00:00.0,Entregado,38,6545.92,7269.41
9.19365E+18,8.24829E+17,México,1,Bebidas,3828,17:32.5,00:00.0,Entregado,10,1864.66,2189.03
8.95702E+18,8.96982E+18,Perú,3,Bebidas,I1  ,55:18.1,NULL,Registrado,3,0,0
9.07641E+18,4.10054E+18,México,1,Bebidas,3810,16:21.9,00:00.0,Entregado,11,1350.78,1451.05
9.14789E+18,2.63194E+17,México,1,Bebidas,3217,52:34.0,00:00.0,Entregado,2,252,252
8.86028E+18,6.18985E+17,México,1,Bebidas,3217,38:08.0,00:00.0,Entregado,26,5383.19,6244.48
8.95284E+18,1.55803E+18,Argentina,6,Bebidas,51,46:59.1,NULL,Registrado,22,0,0
8.93013E+18,2.55106E+18,México,1,Bebidas,3103,25:23.9,00:00.0,Entregado,26,4828.64,5215.11
8.89509E+18,1.16306E+18,Ecuador,5,Bebidas,5,31:13.0,00:00.0,Entregado,6,34.92,40.16
8.88832E+18,2.11847E+18,México,1,Bebidas,3208,10:01.4,00:00.0,Entregado,10,2877.79,3137.02
9.02971E+18,4.52305E+18,Argentina,6,Bebidas,51,08:07.3,NULL,Registrado,21,0,0
9.18567E+18,6.28797E+17,México,1,Bebidas,3505,15:27.3,00:00.0,Entregado,7,426.5,440.5
9.07356E+18,6.33923E+18,México,1,Bebidas,3804,30:41.4,00:00.0,Entregado,4,738.54,809.5
9.1222E+18,5.96906E+17,Ecuador,8,Lacteos,67,46:24.5,00:00.0,Entregado,27,27.84,29.9
9.15942E+18,6.00719E+18,Ecuador,5,Bebidas,75,49:49.2,00:00.0,Entregado,20,160.85,184.97
9.13832E+18,8.71427E+18,México,1,Bebidas,3803,15:43.2,00:00.0,Entregado,8,2030.22,2316.82
9.21197E+18,4.17415E+18,México,1,Bebidas,3309,29:28.2,00:00.0,Entregado,24,3181.96,3580.51
9.1232E+18,4.31187E+18,Ecuador,5,Bebidas,55,36:21.5,00:00.0,Entregado,17,90.39,103.94
9.00332E+18,6.95373E+18,Ecuador,5,Bebidas,71,14:13.2,00:00.0,Entregado,66,414.71,476.92
9.00586E+18,1.81542E+18,Ecuador,5,Bebidas,13,02:58.5,00:00.0,Entregado,2,14.4,16.55
9.13685E+18,1.06902E+18,Perú,3,Bebidas,IA  ,03:40.4,NULL,Registrado,8,0,0
9.10685E+18,7.02539E+18,México,1,Bebidas,3009,35:08.4,00:00.0,Entregado,6,74.98,75
8.83069E+18,2.04897E+18,México,1,Bebidas,3916,28:57.6,00:00.0,Entregado,13,3165.05,3671.45
8.9235E+18,9.0069E+18,Ecuador,5,Bebidas,3,59:02.5,00:00.0,Entregado,2,54.19,62.32
9.16946E+18,2.72404E+18,Ecuador,5,Bebidas,56,51:01.2,00:00.0,Entregado,1,20.29,23.33
8.86302E+18,2.88681E+18,México,1,Bebidas,3810,31:13.3,00:00.0,Entregado,16,2379.16,2695.99
8.96998E+18,8.79863E+18,México,1,Bebidas,3834,38:38.7,00:00.0,Entregado,13,2080.93,2314.25
9.17881E+18,1.43842E+18,México,1,Bebidas,3501,15:12.4,00:00.0,Entregado,5,830.31,858
8.99622E+18,5.2973E+18,México,1,Bebidas,3502,46:23.9,00:00.0,Entregado,8,1482.64,1656.51
8.99466E+18,5.78846E+18,Perú,3,Bebidas,I9  ,06:17.8,NULL,Registrado,9,0,0
8.98988E+18,4.63552E+18,Ecuador,5,Bebidas,3,59:58.8,00:00.0,Entregado,5,29.59,34.03
9.1579E+18,5.51035E+18,México,1,Bebidas,3831,31:35.6,00:00.0,Entregado,10,2691.38,3148.03
9.03935E+18,2.74225E+17,México,1,Bebidas,3831,20:14.8,00:00.0,Entregado,1,39.5,39.5
9.10316E+18,1.88675E+18,Ecuador,5,Bebidas,55,18:55.5,00:00.0,Entregado,1,16.54,19.02
8.84875E+18,5.98763E+18,Ecuador,5,Bebidas,9,35:13.5,00:00.0,Entregado,1,10.03,11.53
8.97462E+18,3.88802E+18,México,1,Bebidas,3501,12:57.9,00:00.0,Entregado,8,2046.99,2398.01
8.93821E+18,3.54248E+18,Perú,3,Bebidas,IA  ,01:23.4,NULL,Registrado,4,0,0
9.14364E+18,1.3404E+18,Ecuador,5,Bebidas,53,26:50.7,00:00.0,Entregado,3,47.03,54.08
8.84991E+18,6.98383E+18,México,1,Bebidas,3823,27:56.4,00:00.0,Entregado,8,1694.52,1956.58
9.01663E+18,5.31585E+17,México,1,Bebidas,3001,24:33.0,00:00.0,Entregado,10,2093.97,2429.01
9.15726E+18,3.36029E+18,Ecuador,8,Lacteos,79,57:43.4,00:00.0,Entregado,114,108.88,118.53
